#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C946
#Date Time: 2025-03-27 13:53:41.180
#Sample rate: 7.69231e+06Hz
#Samples: 8192
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.0005177582926829269,-0.9711776926764482
-0.0005176282926829268,-0.9718560937817128
-0.0005174982926829269,-0.9728736954396097
-0.0005173682926829269,-0.9738912970975067
-0.0005172382926829269,-0.9745696982027713
-0.0005171082926829269,-0.9755872998606682
-0.0005169782926829269,-0.9759265004133005
-0.0005168482926829269,-0.9759265004133005
-0.0005167182926829269,-0.9766049015185652
-0.0005165882926829268,-0.9766049015185652
-0.0005164582926829269,-0.9762657009659328
-0.0005163282926829269,-0.977622503176462
-0.0005161982926829269,-0.977622503176462
-0.0005160682926829269,-0.9779617037290944
-0.0005159382926829269,-0.977622503176462
-0.0005158082926829269,-0.977622503176462
-0.0005156782926829269,-0.9772833026238298
-0.0005155482926829268,-0.978640104834359
-0.0005154182926829268,-0.9796577064922559
-0.0005152882926829269,-0.9806753081501529
-0.0005151582926829269,-0.9803361075975205
-0.0005150282926829269,-0.9803361075975205
-0.0005148982926829269,-0.9803361075975205
-0.0005147682926829269,-0.9803361075975205
-0.0005146382926829269,-0.9806753081501529
-0.0005145082926829269,-0.9813537092554175
-0.0005143782926829268,-0.9816929098080498
-0.0005142482926829269,-0.9813537092554175
-0.0005141182926829269,-0.9816929098080498
-0.0005139882926829269,-0.9820321103606822
-0.0005138582926829269,-0.9837281131238437
-0.0005137282926829269,-0.9833889125712114
-0.0005135982926829269,-0.9837281131238437
-0.0005134682926829269,-0.984067313676476
-0.0005133382926829268,-0.984067313676476
-0.0005132082926829269,-0.9847457147817407
-0.0005130782926829269,-0.9850849153343729
-0.0005129482926829269,-0.9850849153343729
-0.0005128182926829269,-0.9847457147817407
-0.0005126882926829269,-0.9844065142291083
-0.0005125582926829269,-0.9844065142291083
-0.0005124282926829269,-0.9854241158870053
-0.0005122982926829268,-0.9854241158870053
-0.0005121682926829269,-0.9857633164396375
-0.0005120382926829269,-0.9861025169922699
-0.0005119082926829269,-0.9861025169922699
-0.0005117782926829269,-0.9867809180975345
-0.0005116482926829269,-0.9871201186501668
-0.0005115182926829269,-0.9888161214133284
-0.0005113882926829269,-0.9884769208606961
-0.0005112582926829268,-0.9881377203080638
-0.0005111282926829268,-0.9884769208606961
-0.0005109982926829269,-0.9891553219659607
-0.0005108682926829269,-0.989494522518593
-0.0005107382926829269,-0.989494522518593
-0.0005106082926829269,-0.9888161214133284
-0.0005104782926829269,-0.9888161214133284
-0.0005103482926829269,-0.989494522518593
-0.0005102182926829269,-0.9898337230712253
-0.0005100882926829268,-0.989494522518593
-0.0005099582926829269,-0.989494522518593
-0.0005098282926829269,-0.9898337230712253
-0.0005096982926829269,-0.989494522518593
-0.0005095682926829269,-0.9898337230712253
-0.0005094382926829269,-0.989494522518593
-0.0005093082926829269,-0.9898337230712253
-0.0005091782926829269,-0.9905121241764899
-0.0005090482926829268,-0.9911905252817546
-0.0005089182926829269,-0.9918689263870192
-0.0005087882926829269,-0.9928865280449162
-0.0005086582926829269,-0.9928865280449162
-0.0005085282926829269,-0.9925473274922838
-0.0005083982926829269,-0.9928865280449162
-0.0005082682926829269,-0.9932257285975484
-0.0005081382926829269,-0.9928865280449162
-0.0005080082926829268,-0.9932257285975484
-0.0005078782926829268,-0.9932257285975484
-0.0005077482926829269,-0.9928865280449162
-0.0005076182926829269,-0.9928865280449162
-0.0005074882926829269,-0.9922081269396515
-0.0005073582926829269,-0.9935649291501808
-0.0005072282926829269,-0.9942433302554454
-0.0005070982926829269,-0.9939041297028131
-0.0005069682926829269,-0.9942433302554454
-0.0005068382926829268,-0.99492173136071
-0.0005067082926829269,-0.9956001324659747
-0.0005065782926829269,-0.9956001324659747
-0.0005064482926829269,-0.9956001324659747
-0.0005063182926829269,-0.9942433302554454
-0.0005061882926829269,-0.9633760799659049
-0.0005060582926829269,-0.9528608628343033
-0.0005059282926829269,-0.9233504147552921
-0.0005057982926829268,-0.8948575683341778
-0.0005056682926829269,-0.8680607246762252
-0.0005055382926829269,-0.8409246804656402
-0.0005054082926829269,-0.8134494357024228
-0.0005052782926829269,-0.7866525920444701
-0.0005051482926829269,-0.7601949489391497
-0.0005050182926829269,-0.7340765063864617
-0.0005048882926829269,-0.7093148660443028
-0.0005047582926829268,-0.685570827360041
-0.0005046282926829269,-0.6614875881231468
-0.0005044982926829269,-0.6374043488862526
-0.0005043682926829269,-0.6129819090967261
-0.0005042382926829269,-0.5895770709650966
-0.0005041082926829269,-0.566172232833467
-0.0005039782926829269,-0.5444633974649989
-0.0005038482926829269,-0.5224153615438987
-0.0005037182926829268,-0.501045726728063
-0.0005035882926829268,-0.4793368913595949
-0.0005034582926829269,-0.4579672565437592
-0.0005033282926829269,-0.4369368222805559
-0.0005031982926829269,-0.4162455885699848
-0.0005030682926829269,-0.3955543548594137
-0.0005029382926829269,-0.3762199233593719
-0.0005028082926829269,-0.3572246924119624
-0.0005026782926829269,-0.3378902609119206
-0.0005025482926829268,-0.3192342305171434
-0.0005024182926829269,-0.3002389995697339
-0.0005022882926829269,-0.281922169727589
-0.0005021582926829269,-0.2639445404380765
-0.0005020282926829269,-0.2463061117011962
-0.0005018982926829269,-0.2279892818590513
-0.0005017682926829269,-0.2110292542274357
-0.0005016382926829269,-0.1944084271484524
-0.0005015082926829268,-0.1774483995168368
-0.0005013782926829269,-0.1615059735431181
-0.0005012482926829269,-0.1448851464641348
-0.0005011182926829269,-0.1292819210430484
-0.0005009882926829269,-0.1126610939640651
-0.0005008582926829269,-0.0967186679903464
-0.0005007282926829269,-0.0807762420166277
-0.0005005982926829269,-0.06551221714817364
-0.0005004682926829268,-0.05160499449024883
-0.0005003382926829269,-0.03701937072705939
-0.0005002082926829269,-0.02243374696386995
-0.0005000782926829269,-0.008526524305945136
-0.0004999482926829269,0.005719898904611991
-0.0004998182926829269,0.01928792100990449
-0.0004996882926829269,0.03285594311519699
-0.0004995582926829269,0.04574556411522487
-0.0004994282926829268,0.05897438566788506
-0.0004992982926829268,0.07254240777317757
-0.0004991682926829269,0.08644963043110238
-0.0004990382926829269,0.09933925143113025
-0.0004989082926829269,0.1118896718785258
-0.0004987782926829269,0.1244400923259214
-0.0004986482926829269,0.1369905127733169
-0.0004985182926829269,0.1485233315628156
-0.0004983882926829269,0.1603953509049465
-0.0004982582926829268,0.1729457713523421
-0.0004981282926829269,0.1844785901418407
-0.0004979982926829269,0.1953330078260747
-0.0004978682926829269,0.2061874255103087
-0.0004977382926829269,0.2170418431945427
-0.0004976082926829269,0.228235461431409
-0.0004974782926829269,0.2394290796682753
-0.0004973482926829269,0.2496050962472447
-0.0004972182926829268,0.2594419122735818
-0.0004970882926829269,0.2696179288525511
-0.0004969582926829269,0.2797939454315205
-0.0004968282926829269,0.288952360352593
-0.0004966982926829269,0.2991283769315624
-0.0004965682926829269,0.309643594063164
-0.0004964382926829269,0.3194804100895011
-0.0004963082926829269,0.3289780255632058
-0.0004961782926829268,0.3388148415895429
-0.0004960482926829268,0.3479732565106153
-0.0004959182926829269,0.3567924708790555
-0.0004957882926829269,0.3645940835895987
-0.0004956582926829269,0.3737524985106711
-0.0004955282926829269,0.3829109134317435
-0.0004953982926829269,0.3924085289054483
-0.0004952682926829269,0.4002101416159914
-0.0004951382926829269,0.4086901554317993
-0.0004950082926829268,0.4168309686949748
-0.0004948782926829269,0.4249717819581503
-0.0004947482926829269,0.4327733946686935
-0.0004946182926829269,0.4405750073792367
-0.0004944882926829269,0.4483766200897799
-0.0004943582926829269,0.45719583445822
-0.0004942282926829269,0.4643190460634986
-0.0004940982926829269,0.4711030571161448
-0.0004939682926829268,0.4785654692740556
-0.0004938382926829269,0.4860278814319665
-0.0004937082926829269,0.4921334913793481
-0.0004935782926829269,0.499595903537259
-0.0004934482926829269,0.5063799145899053
-0.0004933182926829269,0.5138423267478162
-0.0004931882926829269,0.5206263378004624
-0.0004930582926829269,0.5270711483004763
-0.0004929282926829268,0.5328375576952256
-0.0004927982926829269,0.5386039670899749
-0.0004926682926829269,0.5457271786952534
-0.0004925382926829269,0.5514935880900028
-0.0004924082926829269,0.5579383985900167
-0.0004922782926829269,0.5643832090900307
-0.0004921482926829269,0.5704888190374123
-0.0004920182926829269,0.5759160278795293
-0.0004918882926829268,0.581004036169014
-0.0004917582926829268,0.5860920444584987
-0.0004916282926829269,0.592876055511145
-0.0004914982926829269,0.5993208660111589
-0.0004913682926829269,0.6044088743006436
-0.0004912382926829269,0.6091576820374959
-0.0004911082926829269,0.6139064897743483
-0.0004909782926829269,0.618994498063833
-0.0004908482926829269,0.6247609074585823
-0.0004907182926829268,0.6305273168533316
-0.0004905882926829269,0.6356153251428163
-0.0004904582926829269,0.6403641328796686
-0.0004903282926829269,0.6457913417217856
-0.0004901982926829269,0.650540149458638
-0.0004900682926829269,0.6552889571954904
-0.0004899382926829269,0.6596985643797105
-0.0004898082926829269,0.6647865726691952
-0.0004896782926829268,0.6702137815113122
-0.0004895482926829269,0.6739449875902677
-0.0004894182926829269,0.677676193669223
-0.0004892882926829269,0.6820858008534432
-0.0004891582926829269,0.6864954080376632
-0.0004890282926829269,0.6905658146692509
-0.0004888982926829269,0.6953146224061033
-0.0004887682926829269,0.7000634301429557
-0.0004886382926829268,0.7037946362219111
-0.0004885082926829269,0.7088826445113958
-0.0004883782926829269,0.7122746500377189
-0.0004882482926829268,0.7153274550114097
-0.0004881182926829268,0.7190586610903652
-0.0004879882926829268,0.7224506666166883
-0.0004878582926829268,0.7258426721430115
-0.0004877282926829268,0.7302522793272315
-0.0004875982926829268,0.7336442848535546
-0.0004874682926829268,0.738393092590407
-0.0004873382926829269,0.7424634992219947
-0.0004872082926829268,0.7458555047483179
-0.0004870782926829268,0.7489083097220087
-0.0004869482926829268,0.7523003152483319
-0.0004868182926829269,0.7550139196693904
-0.0004866882926829268,0.7590843263009781
-0.0004865582926829268,0.7624763318273012
-0.0004864282926829268,0.7651899362483597
-0.0004862982926829269,0.7682427412220505
-0.0004861682926829268,0.771973947301006
-0.0004860382926829268,0.7753659528273291
-0.0004859082926829268,0.7780795572483876
-0.0004857782926829269,0.7814715627747107
-0.0004856482926829268,0.7845243677484015
-0.0004855182926829268,0.7879163732747246
-0.0004853882926829268,0.7906299776957831
-0.0004852582926829269,0.792665181011577
-0.0004851282926829268,0.7957179859852678
-0.0004849982926829268,0.7984315904063263
-0.0004848682926829268,0.8001275931694879
-0.0004847382926829269,0.803519598695811
-0.0004846082926829268,0.8058940025642372
-0.0004844782926829268,0.8092860080905603
-0.0004843482926829268,0.8130172141695158
-0.0004842182926829268,0.8150524174853097
-0.0004840882926829268,0.8184444230116328
-0.0004839582926829268,0.8204796263274267
-0.0004838282926829268,0.8228540301958528
-0.0004836982926829268,0.825228434064279
-0.0004835682926829268,0.8276028379327052
-0.0004834382926829268,0.8289596401432344
-0.0004833082926829268,0.8313340440116607
-0.0004831782926829268,0.8340476484327192
-0.0004830482926829269,0.8367612528537777
-0.0004829182926829268,0.8384572556169392
-0.0004827882926829268,0.8404924589327331
-0.0004826582926829268,0.8428668628011593
-0.0004825282926829269,0.8449020661169532
-0.0004823982926829268,0.8472764699853793
-0.0004822682926829268,0.8496508738538056
-0.0004821382926829268,0.8520252777222317
-0.0004820082926829269,0.8547388821432902
-0.0004818782926829268,0.8564348849064518
-0.0004817482926829268,0.8574524865643487
-0.0004816182926829268,0.8591484893275103
-0.0004814882926829269,0.8605052915380396
-0.0004813582926829268,0.8622012943012011
-0.0004812282926829268,0.8645756981696273
-0.0004810982926829268,0.8666109014854212
-0.0004809682926829269,0.8679677036959504
-0.0004808382926829268,0.8703421075643766
-0.0004807082926829268,0.8727165114328027
-0.0004805782926829268,0.8747517147485966
-0.0004804482926829268,0.8764477175117582
-0.0004803182926829268,0.8778045197222875
-0.0004801882926829268,0.8791613219328167
-0.0004800582926829268,0.8811965252486106
-0.0004799282926829268,0.8822141269065075
-0.0004797982926829268,0.8839101296696691
-0.0004796682926829268,0.8862845335380952
-0.0004795382926829268,0.8879805363012568
-0.0004794082926829268,0.8889981379591537
-0.0004792782926829269,0.8896765390644183
-0.0004791482926829268,0.89137254182758
-0.0004790182926829268,0.8930685445907415
-0.0004788882926829268,0.8954429484591677
-0.0004787582926829269,0.8974781517749616
-0.0004786282926829268,0.8981565528802262
-0.0004784982926829268,0.8998525556433877
-0.0004783682926829268,0.9001917561960201
-0.0004782382926829269,0.9018877589591816
-0.0004781082926829268,0.9018877589591816
-0.0004779782926829268,0.9029053606170786
-0.0004778482926829268,0.9049405639328725
-0.0004777182926829269,0.9062973661434017
-0.0004775882926829268,0.9083325694591956
-0.0004774582926829268,0.9110461738802541
-0.0004773282926829268,0.9127421766434156
-0.0004771982926829269,0.913081377196048
-0.0004770682926829268,0.9134205777486802
-0.0004769382926829268,0.9140989788539449
-0.0004768082926829268,0.9161341821697387
-0.0004766782926829269,0.917490984380268
-0.0004765482926829268,0.9181693854855326
-0.0004764182926829268,0.9198653882486942
-0.0004762882926829268,0.9205437893539589
-0.0004761582926829268,0.9219005915644881
-0.0004760282926829268,0.9225789926697527
-0.0004758982926829268,0.923935794880282
-0.0004757682926829268,0.9249533965381789
-0.0004756382926829268,0.9266493993013405
-0.0004755082926829269,0.9276670009592374
-0.0004753782926829268,0.9286846026171344
-0.0004752482926829268,0.9290238031697666
-0.0004751182926829268,0.9297022042750313
-0.0004749882926829269,0.9303806053802959
-0.0004748582926829268,0.9317374075908251
-0.0004747282926829268,0.9330942098013544
-0.0004745982926829268,0.9334334103539867
-0.0004744682926829269,0.933772610906619
-0.0004743382926829268,0.934790212564516
-0.0004742082926829268,0.9354686136697806
-0.0004740782926829268,0.9364862153276775
-0.0004739482926829269,0.9371646164329421
-0.0004738182926829268,0.9368254158803099
-0.0004736882926829268,0.9381822180908391
-0.0004735582926829268,0.939199819748736
-0.0004734282926829269,0.9398782208540006
-0.0004732982926829268,0.940217421406633
-0.0004731682926829268,0.9415742236171623
-0.0004730382926829268,0.9432702263803238
-0.0004729082926829269,0.944627028590853
-0.0004727782926829268,0.9453054296961176
-0.0004726482926829268,0.9453054296961176
-0.0004725182926829268,0.9459838308013823
-0.0004723882926829268,0.9473406330119115
-0.0004722582926829268,0.9483582346698085
-0.0004721282926829268,0.9480190341171761
-0.0004719982926829268,0.9490366357750731
-0.0004718682926829268,0.95005423743297
-0.0004717382926829268,0.9503934379856024
-0.0004716082926829268,0.9503934379856024
-0.0004714782926829268,0.9517502401961316
-0.0004713482926829268,0.9520894407487639
-0.0004712182926829269,0.9527678418540285
-0.0004710882926829268,0.9541246440645578
-0.0004709582926829268,0.9541246440645578
-0.0004708282926829268,0.9551422457224547
-0.0004706982926829269,0.955481446275087
-0.0004705682926829268,0.955481446275087
-0.0004704382926829268,0.9561598473803516
-0.0004703082926829268,0.9581950506961455
-0.0004701782926829269,0.9588734518014101
-0.0004700482926829268,0.9592126523540424
-0.0004699182926829268,0.9588734518014101
-0.0004697882926829268,0.9592126523540424
-0.0004696582926829269,0.9595518529066748
-0.0004695282926829268,0.9602302540119394
-0.0004693982926829268,0.9605694545645717
-0.0004692682926829268,0.9612478556698363
-0.0004691382926829269,0.9632830589856302
-0.0004690082926829268,0.9632830589856302
-0.0004688782926829268,0.9639614600908948
-0.0004687482926829268,0.9643006606435272
-0.0004686182926829268,0.9643006606435272
-0.0004684882926829268,0.9646398611961594
-0.0004683582926829268,0.9646398611961594
-0.0004682282926829268,0.9646398611961594
-0.0004680982926829268,0.9656574628540564
-0.0004679682926829268,0.965318262301424
-0.0004678382926829268,0.966335863959321
-0.0004677082926829268,0.9670142650645857
-0.0004675782926829268,0.9680318667224825
-0.0004674482926829269,0.9690494683803795
-0.0004673182926829268,0.9687102678277472
-0.0004671882926829268,0.9683710672751149
-0.0004670582926829268,0.9680318667224825
-0.0004669282926829269,0.9693886689330118
-0.0004667982926829268,0.9700670700382764
-0.0004666682926829268,0.9704062705909088
-0.0004665382926829268,0.9714238722488057
-0.0004664082926829269,0.971763072801438
-0.0004662782926829268,0.9721022733540703
-0.0004661482926829268,0.9724414739067027
-0.0004660182926829268,0.9721022733540703
-0.0004658882926829269,0.9731198750119673
-0.0004657582926829268,0.9731198750119673
-0.0004656282926829268,0.9724414739067027
-0.0004654982926829268,0.9744766772224965
-0.0004653682926829269,0.9751550783277612
-0.0004652382926829268,0.9758334794330258
-0.0004651082926829268,0.976172679985658
-0.0004649782926829268,0.9768510810909227
-0.0004648482926829269,0.9768510810909227
-0.0004647182926829268,0.976172679985658
-0.0004645882926829268,0.976172679985658
-0.0004644582926829268,0.9768510810909227
-0.0004643282926829268,0.9775294821961873
-0.0004641982926829268,0.9775294821961873
-0.0004640682926829268,0.9775294821961873
-0.0004639382926829268,0.977190281643555
-0.0004638082926829268,0.9775294821961873
-0.0004636782926829268,0.9775294821961873
-0.0004635482926829268,0.9775294821961873
-0.0004634182926829268,0.9785470838540843
-0.0004632882926829268,0.9799038860646135
-0.0004631582926829269,0.9809214877225104
-0.0004630282926829268,0.9809214877225104
-0.0004628982926829268,0.9802430866172458
-0.0004627682926829268,0.9802430866172458
-0.0004626382926829269,0.9799038860646135
-0.0004625082926829268,0.9809214877225104
-0.0004623782926829268,0.981599888827775
-0.0004622482926829268,0.981599888827775
-0.0004621182926829269,0.9829566910383043
-0.0004619882926829268,0.9829566910383043
-0.0004618582926829268,0.9832958915909367
-0.0004617282926829268,0.9832958915909367
-0.0004615982926829269,0.9836350921435689
-0.0004614682926829268,0.9839742926962013
-0.0004613382926829268,0.9836350921435689
-0.0004612082926829268,0.9846526938014659
-0.0004610782926829269,0.9849918943540982
-0.0004609482926829268,0.9856702954593628
-0.0004608182926829268,0.9856702954593628
-0.0004606882926829268,0.9849918943540982
-0.0004605582926829268,0.9843134932488335
-0.0004604282926829268,0.9846526938014659
-0.0004602982926829268,0.9843134932488335
-0.0004601682926829268,0.9839742926962013
-0.0004600382926829268,0.9839742926962013
-0.0004599082926829268,0.9846526938014659
-0.0004597782926829268,0.9853310949067305
-0.0004596482926829268,0.9856702954593628
-0.0004595182926829268,0.9860094960119952
-0.0004593882926829269,0.9860094960119952
-0.0004592582926829268,0.9863486965646274
-0.0004591282926829268,0.9870270976698921
-0.0004589982926829268,0.9870270976698921
-0.0004588682926829269,0.9863486965646274
-0.0004587382926829268,0.9863486965646274
-0.0004586082926829268,0.9863486965646274
-0.0004584782926829268,0.9863486965646274
-0.0004583482926829269,0.9866878971172598
-0.0004582182926829268,0.9873662982225244
-0.0004580882926829268,0.9873662982225244
-0.0004579582926829268,0.9877054987751567
-0.0004578282926829269,0.9883838998804213
-0.0004576982926829268,0.9890623009856859
-0.0004575682926829268,0.9897407020909506
-0.0004574382926829268,0.9894015015383183
-0.0004573082926829269,0.9900799026435829
-0.0004571782926829268,0.9894015015383183
-0.0004570482926829268,0.9897407020909506
-0.0004569182926829268,0.9897407020909506
-0.0004567882926829268,0.9897407020909506
-0.0004566582926829268,0.9890623009856859
-0.0004565282926829268,0.9883838998804213
-0.0004563982926829268,0.9894015015383183
-0.0004562682926829268,0.9721022733540703
-0.0004561382926829268,0.9656574628540564
-0.0004560082926829268,0.9364862153276775
-0.0004558782926829268,0.9079933689065632
-0.0004557482926829268,0.8801789235907136
-0.0004556182926829269,0.8523644782748641
-0.0004554882926829268,0.8248892335116467
-0.0004553582926829268,0.798092389853694
-0.0004552282926829268,0.771973947301006
-0.0004550982926829269,0.7465339058535825
-0.0004549682926829268,0.7214330649587913
-0.0004548382926829268,0.6966714246166326
-0.0004547082926829268,0.6719097842744738
-0.0004545782926829269,0.6471481439323149
-0.0004544482926829268,0.6230649046954208
-0.0004543182926829268,0.5999992671164235
-0.0004541882926829268,0.5769336295374262
-0.0004540582926829269,0.5548855936163259
-0.0004539282926829268,0.5331767582478579
-0.0004537982926829268,0.5111287223267577
-0.0004536682926829268,0.4890806864056573
-0.0004535382926829269,0.468050252142454
-0.0004534082926829268,0.446341416773986
-0.0004532782926829268,0.4253109825107826
-0.0004531482926829268,0.4059765510107408
-0.0004530182926829268,0.386642119510699
-0.0004528882926829268,0.3662900863527602
-0.0004527582926829268,0.3472948554053507
-0.0004526282926829268,0.3279604239053089
-0.0004524982926829268,0.3089651929578994
-0.0004523682926829268,0.2899699620104899
-0.0004522382926829268,0.271653132168345
-0.0004521082926829268,0.2533363023262001
-0.0004519782926829268,0.2356978735893199
-0.0004518482926829268,0.2187378459577043
-0.0004517182926829268,0.2024562194313533
-0.0004515882926829268,0.1851569912471053
-0.0004514582926829268,0.1671793619575928
-0.0004513282926829269,0.1502193343259771
-0.0004511982926829268,0.1339377077996261
-0.0004510682926829268,0.1186736829311721
-0.0004509382926829268,0.1023920564048211
-0.0004508082926829269,0.08780643264163163
-0.0004506782926829268,0.07322080887844219
-0.0004505482926829268,0.05727838290472349
-0.0004504182926829268,0.04201435803626943
-0.0004502882926829269,0.02810713537834462
-0.0004501582926829268,0.01352151161515518
-0.0004500282926829268,-0.0003857110427696352
-0.0004498982926829268,-0.01531053535859139
-0.0004497682926829269,-0.02887855746388389
-0.0004496382926829268,-0.04346418122707332
-0.0004495082926829268,-0.05737140388499815
-0.0004493782926829268,-0.07060022543765833
-0.0004492482926829269,-0.08382904699031851
-0.0004491182926829268,-0.0967186679903464
-0.0004489882926829268,-0.1089298878851096
-0.0004488582926829268,-0.1208019072272406
-0.0004487282926829268,-0.1330131271220038
-0.0004485982926829268,-0.1445459459115025
-0.0004484682926829268,-0.1567571658062657
-0.0004483382926829268,-0.1693075862536613
-0.0004482082926829268,-0.1808404050431599
-0.0004480782926829268,-0.1916948227273939
-0.0004479482926829268,-0.2035668420695248
-0.0004478182926829268,-0.2144212597537588
-0.0004476882926829268,-0.2256148779906252
-0.0004475582926829269,-0.2364692956748592
-0.0004474282926829268,-0.2466453122538285
-0.0004472982926829268,-0.2574997299380625
-0.0004471682926829268,-0.2680149470696642
-0.0004470382926829269,-0.2788693647538982
-0.0004469082926829268,-0.2890453813328676
-0.0004467782926829268,-0.2982037962539401
-0.0004466482926829268,-0.3080406122802771
-0.0004465182926829269,-0.3175382277539818
-0.0004463882926829268,-0.3280534448855835
-0.0004462582926829268,-0.3375510603592883
-0.0004461282926829268,-0.3463702747277284
-0.0004459982926829269,-0.3555286896488009
-0.0004458682926829268,-0.3650263051225056
-0.0004457382926829268,-0.3735063189383134
-0.0004456082926829268,-0.3813079316488566
-0.0004454782926829269,-0.3894487449120321
-0.0004453482926829268,-0.3979287587278399
-0.0004452182926829268,-0.4070871736489123
-0.0004450882926829268,-0.4148887863594555
